epg_scores,bb_sizes
0.6235311,2596
0.22035642,2492
0.23583403,5575
0.9006638,14986
0.0026782653,86
0.4250621,1386
0.019316426,153
0.011030689,224
0.081174426,1248
0.36300787,4950
0.4482563,8330
0.9082482,25944
0.94748294,44944
0.690942,11808
0.7532205,23853
0.004339631,100
0.31487766,9187
0.19200614,4814
0.13048628,3528
0.026332632,528
0.0053023105,60
0.027945241,1088
0.08798484,2990
0.2528146,3266
0.83285344,16324
0.0014408812,44
0.030483805,336
0.0006155883,4
0.00831343,265
0.68262476,9492
0.794443,13734
0.35164845,6525
0.42092004,4592
0.053961754,1302
0.6947517,17739
0.37972215,3233
0.5644022,12874
0.005998214,66
0.7039243,14280
0.96137244,20543
0.10314459,96
0.038533263,448
0.9422446,36407
0.19602805,2891
0.5628795,11135
0.0005185451,48
0.80151737,3808
0.69325185,15960
0.18983424,6868
0.9457655,42707
0.6919341,7763
0.08745632,1456
0.48351932,9586
0.6106043,7788
0.7314393,25872
0.34839916,4290
0.33160767,2444
0.7796726,13038
0.23777322,1092
0.23179296,1082
0.8298141,25232
0.84909546,5670
0.009952661,108
0.84112257,12768
0.3025115,2116
0.3179208,3312
0.9328116,37587
0.7276846,5675
0.09592832,1862
0.0046071713,50
0.97258663,42800
0.3022209,1540
0.98340577,42964
0.58957636,10880
0.3042879,1632
0.3501833,2726
0.9421195,33227
0.57320344,5665
0.14789517,3904
0.9944687,40385
0.9686361,45715
0.3542777,3053
0.8626983,34915
0.99775565,49283
0.78737664,19430
0.25927964,900
0.012363623,106
0.77908283,3726
0.9618557,17271
0.35220683,2270
0.4583883,6308
0.54876345,2760
0.89616597,28267
0.04602391,422
0.21090281,722
0.38194564,9333
0.90540993,27321
0.3406185,1015
0.51700115,921
0.02856976,93
0.71357644,14605
0.42369312,8670
0.55938494,6545
0.9806221,48396
0.28517178,7227
0.087943055,1007
0.9189785,24888
0.44641706,7590
0.04808697,203
0.2813326,1100
0.6881987,18050
0.18601987,1378
0.9946633,47136
0.9558659,31755
0.26553676,2068
0.15034898,3198
0.17450835,961
0.89080703,29304
0.019048056,90
0.9043496,7600
0.9047791,38220
0.018129474,255
0.11609403,1750
0.03664532,2565
0.068818726,650
0.17615187,912
0.9211125,33111
0.37335238,4872
0.88407475,26231
0.9807414,48614
0.89413965,35070
0.034688946,2024
0.87986773,38356
0.91559285,19152
0.9185242,21381
0.0014002298,42
0.0055335336,176
0.013922741,270
0.7555645,21282
0.059418276,5304
0.9893465,46189
0.032316506,357
0.026990734,608
0.019174082,1206
0.20857377,4118
0.030972457,224
0.15596852,4993
0.68160397,12376
0.060395733,795
0.09496402,1056
0.0025906728,60
0.0068515567,75
0.80998325,9127
0.705174,10757
0.051934257,595
0.0006931829,12
0.12598301,2320
0.08284976,1322
0.27091005,4982
0.4566486,14610
0.34539187,8235
0.5522107,9804
0.013484268,3264
0.18455094,2565
0.88902295,28560
0.9949283,49729
0.3732896,6832
0.76401144,19592
0.45908636,3822
0.006229005,76
0.12109938,2502
0.19234192,2156
0.010127248,64
0.5301282,4744
0.4464013,8075
0.5819827,5478
0.109229244,783
0.7950043,11112
0.0044939676,77
0.058690615,232
0.683132,9300
0.09774228,837
0.015314355,96
0.00058765203,3
0.79136825,16544
0.13244548,6696
0.071124606,540
0.069774,840
0.005176552,125
0.026226278,151
0.73541594,6370
0.29032558,2236
0.8103008,23557
0.62295383,5022
0.3772314,8881
0.73522514,13652
0.6877531,7830
0.68122214,4365
0.912383,26128
0.0319338,975
0.98908263,47306
0.7010392,3864
5.1039693e-05,12
0.05108174,288
0.76967776,18699
0.014695206,144
0.42497954,9557
0.14175865,1178
0.8125822,13923
0.20901227,3015
0.22964932,2968
0.24047534,3984
0.0018524342,72
0.40701544,8893
0.1862727,1410
0.46723834,10600
0.14585298,3371
0.9416017,28361
0.9435766,14792
0.5866454,14300
0.1970185,390
0.5035366,2260
0.6167001,21184
0.002227655,75
0.023501959,221
0.010482348,195
0.4366855,13543
0.20650306,5681
4.5376193e-05,5
0.014669005,195
0.0007830797,26
0.3107014,3036
0.5064794,6961
0.8442809,3286
0.04120839,1320
0.17405196,1048
0.024181657,133
0.8853886,18715
0.19455543,14696
0.9682222,46434
0.2632485,1950
0.9468062,41925
0.32710335,7280
0.20135114,2156
0.041365795,868
0.053212546,837
0.13506667,1562
0.8699762,26308
0.032847542,133
0.022194628,544
0.005782714,28
0.60914844,5916
0.5569434,4450
0.025573358,338
0.0018629403,84
0.14161947,2722
0.17740189,4480
0.14071058,4500
0.01014153,154
0.9632116,33498
0.49801767,16938
0.8075786,14472
0.9653059,23085
0.81203383,28520
0.0036984219,1121
0.056482762,2204
0.055803303,1338
0.35498068,4985
0.3494075,4697
0.17023821,2156
0.42337143,12625
0.014555489,320
0.3489294,11579
0.08514847,1085
0.18173632,4176
0.118819475,2535
0.043457013,805
0.79062533,14500
0.95172745,32928
0.6709803,6603
0.94120866,39592
0.07289715,2737
0.5259522,9951
0.89296305,7434
0.5197298,10836
0.80150455,14811
0.5042056,16082
0.747104,24321
0.89825535,32487
0.5751762,10483
0.0044083786,82
0.050297055,2312
0.42923555,3630
0.7320628,26494
0.6268779,8118
0.016338997,70
0.0033694697,28
0.0010303659,9
0.05523134,378
0.18562122,2431
0.04215884,1950
0.2954197,3590
0.22354044,3052
0.9149444,41580
0.24370497,2726
0.4086399,2832
0.84925425,27090
0.25799522,3600
0.120120026,1449
0.11441499,2059
0.457259,8274
0.8925235,39471
0.6150604,1276
0.095447384,275
0.62532276,6240
0.28862682,1311
0.30098802,576
0.73060477,2322
0.63825023,19759
0.008429876,514
0.56097573,35578
0.8495727,17160
0.05903252,1428
0.967961,43884
0.9571168,29143
0.50823647,11024
0.768672,27632
0.54140806,12376
0.30432582,7019
0.02752665,668
0.06995515,421
0.8045362,18955
0.5495662,4582
0.8142899,27456
0.7851214,17936
0.07194077,444
0.09950535,506
0.78636944,17034
0.03619818,677
0.10921851,1298
0.7494364,6177
0.66977257,4536
0.3011364,7161
0.32246947,1242
0.15407835,3080
0.35291404,4620
0.043063432,209
0.15919766,2571
0.28554213,4365
0.21672866,5665
0.5026024,14426
0.05291146,675
0.09748094,1944
0.26046777,6454
0.9935827,49729
0.92752177,44805
0.8220408,37910
0.8249422,5208
0.01470428,288
0.8244448,8670
0.032698784,1098
0.35280976,4880
0.3665916,8160
0.5868989,11075
0.6468255,23430
0.42036194,1222
0.7380851,18914
0.4816927,17152
0.16637498,12064
0.32353514,1456
0.7379521,2634
0.93967736,40352
0.028736224,564
0.27131853,1320
0.14502394,1786
0.9752289,47952
0.9914835,49729
0.16987017,828
0.8759483,30874
0.39899963,5624
0.8049395,30165
0.40228182,4940
0.1608523,891
0.8325413,30569
0.7957534,18996
0.9508328,18160
0.8731241,21630
0.34897044,1368
0.21122804,7168
0.4038637,9440
0.7268542,4030
0.040024064,805
0.7471115,17538
0.2033899,15387
0.9120203,21516
0.36011493,3494
0.8902254,10506
0.3101773,3131
0.97253174,40412
0.22679044,7139
0.20569898,1155
0.8540325,14875
0.21920954,1363
0.82959414,6580
0.83026034,19872
0.7392853,27840
0.24692182,5149
0.12291974,2099
0.02368208,481
0.96103686,41925
0.8066264,24056
0.011884322,234
0.35451704,2097
0.9163511,12648
0.3381497,3399
0.97077864,20807
0.81102955,14589
0.75247425,15774
0.9335935,33110
0.32099673,1316
0.12382821,1364
0.44939366,6124
0.8701376,25956
0.38579124,19312
0.6387826,2970
0.9109156,15753
0.004071234,63
0.0982026,657
0.29723802,1728
0.40635765,12126
0.82364285,10135
0.1554076,2290
0.9413751,43137
0.0098386835,324
0.29088303,2541
0.010557719,464
0.7539176,24816
0.36660072,3789
0.0029611674,24
0.045696534,214
0.049848966,222
0.8879872,14444
0.22699581,2376
0.048545036,420
0.94545174,44600
0.9257502,37843
0.245427,987
0.25725853,1360
0.2338201,3433
0.90136456,24898
0.11461237,896
0.940712,42103
0.52267164,4691
0.27710578,2296
0.11325068,832
0.6937073,3480
0.69220066,2225
0.048876926,176
0.95203763,20370
0.42167053,1463
0.97261715,34440
0.91173846,33264
0.8453987,19140
0.16793872,1816
0.46058005,5799
0.018912932,192
0.0010223247,18
0.06858638,800
0.78515494,3332
0.2022035,1700
0.63508415,6270
0.6072003,7805
0.14769423,600
0.9462627,15887
0.8980621,18900
0.48824838,7313
0.98141176,29484
0.31796443,2862
0.51296264,12091
0.7178729,17395
0.23903683,3612
0.3147941,3325
0.41501087,4218
0.85378987,35742
0.08793771,683
0.70603067,9506
0.04169827,1978
0.020175288,210
0.10162469,1562
0.40978488,6734
0.043328222,825
0.9488287,27714
0.09300413,1539
0.71150243,15480
0.36083937,9447
0.7337405,33813
0.13362984,1139
0.008105799,157
0.34327152,2485
0.11469618,3432
0.72209215,27135
0.41582912,29882
0.84177107,8360
0.04340077,117
0.90374833,6119
0.9796759,41552
0.8875301,32130
0.11589324,3782
0.22586681,1189
0.031163916,448
0.8802882,29064
0.015242077,112
0.11230126,1692
0.027745755,621
0.5382343,2044
0.6057548,8800
0.9902352,24983
0.6554184,4251
0.69538176,8008
0.36105782,4610
0.48966745,3848
0.6893685,16594
0.98403955,46161
0.5931276,6072
0.918191,25867
0.08000731,588
0.001587007,36
0.008783967,392
0.00080833136,8
0.61610234,15617
0.0029816255,12
0.36924827,1029
0.7867716,30968
0.115602806,120
0.37422773,2100
0.26327458,1064
0.71230793,21390
0.13766915,2850
0.852328,18326
0.45284677,13680
0.7867241,8602
0.22787592,1400
3.5736477e-05,4
0.010023502,290
0.0035580997,60
0.003664693,90
0.4940445,19325
0.21873647,1184
0.0072862757,117
0.009155372,153
0.6104872,1674
0.899161,37129
0.052373808,750
0.04258137,247
0.0007414555,27
0.0011047004,75
0.29124254,4227
0.08124649,836
0.46088988,1871
0.23360112,3261
0.67920566,6580
0.92132664,42467
0.71342796,24654
0.028293008,461
0.0014998418,70
0.3433043,11445
0.0047660987,187
0.10312625,1845
0.005074114,73
0.039764613,495
0.012827702,156
0.03649841,360
0.03458769,85
0.78055,25932
0.2641529,3233
0.038898323,482
0.029986696,473
0.7448619,10920
0.6336478,11577
0.07270347,1150
0.9480868,12600
0.0140202595,160
0.9937737,35875
0.3157558,3822
0.2100017,3880
0.48754922,14214
0.77462775,21211
0.6868748,12376
0.2248258,810
0.7077853,14289
0.3362987,3315
0.06542302,918
0.99705386,49060
0.57273805,1920
0.09208401,414
0.7305235,17115
0.13504374,3300
0.5973986,11952
0.89064205,29177
0.9967857,49729
0.7751736,11730
0.30652145,3960
0.095595606,1010
0.0006863026,48
0.0015768599,153
0.0299167,960
0.0027458032,55
0.0068426374,161
0.00061817904,18
0.30031744,5882
0.40515882,8619
0.011380047,469
0.0009986386,66
0.04268212,765
0.93907785,11562
0.017122837,63
0.2516362,2264
0.118003465,333
0.15860708,435
0.71259046,17515
0.8016424,35011
0.6535149,10815
0.035578918,537
0.0019734004,36
0.8132553,7236
0.0013841789,48
0.8735308,41279
0.07358664,1250
0.03642298,1142
0.018943556,294
0.0027316408,117
0.765594,9266
0.20144518,5712
0.688902,5118
0.77588284,25839
0.015707351,450
0.018385733,273
0.06948818,580
0.0023368204,90
0.4886311,18260
0.98073804,40873
0.9557205,27820
0.90698475,12320
0.017635472,80
0.07442524,672
0.0023675659,49
0.4728208,4509
0.0015948768,20
0.8956173,17272
0.08555912,2472
0.8726336,27510
0.076481566,2310
0.2687263,15192
0.80118847,20566
0.013485966,136
0.10432038,812
0.2799364,4313
0.018438028,2352
0.14430672,2190
0.020428378,240
0.65061766,12702
0.051171023,780
0.10675546,2759
0.0012770197,134
0.54148364,3344
0.36161596,3393
2.88923e-05,1080
0.0533463,224
0.23180401,1623
0.3598449,4788
0.18577853,2132
0.041398127,480
0.0028148992,80
0.79199547,7314
0.0076970737,36
0.12401406,540
0.98478585,37241
0.79936945,15318
0.5106499,6309
0.3161434,2299
0.073212676,1190
0.36579964,1633
0.3284143,888
0.6472411,11186
0.12752777,2279
0.13989069,3854
0.7870249,17220
0.7355271,14194
0.0098250955,216
0.64989406,6768
0.94029707,29440
0.63597614,4972
0.83716995,13979
0.013299375,77
0.007555151,140
0.017587641,99
0.7011539,10396
0.48134586,6789
0.020973876,416
0.0023091577,57
0.33068323,9671
0.82413876,6972
0.122592926,812
0.57624465,5980
0.5577025,5182
0.06532337,219
0.16724345,2592
0.15960328,3500
0.0021704184,36
0.45432088,3552
0.8623329,27547
0.8522029,16900
0.93259937,16385
0.24064922,143
0.11560898,1503
0.13743599,910
0.16180506,510
0.8324895,13785
0.15956096,731
0.9689979,15776
0.5067636,4600
0.36145094,600
0.2763164,12200
0.5353898,2679
0.022857573,478
0.12990977,632
0.3220867,1372
0.99284434,49283
0.44333816,4140
0.8464401,13124
0.012499336,342
0.30983156,8378
0.056830022,120
0.05543891,372
0.28876936,2944
0.23536508,4139
0.5582915,12187
0.14927782,3381
0.0019130127,60
0.07685266,1272
0.4120748,11040
0.065580785,818
0.025016937,528
0.03366923,357
0.08072807,696
0.0043787844,60
0.0008074276,30
0.6014761,10236
0.4892925,6633
0.054138307,1099
0.98536927,47499
0.563395,12250
0.012657832,81
0.8022606,26394
0.031627662,1113
0.28764135,4888
0.042671908,2112
0.07321612,834
0.02258817,861
0.27967793,5570
0.55239415,12927
0.0060808966,390
0.0014626355,105
0.006951277,700
0.04866402,1770
0.42678943,9447
0.5654432,16601
0.03407776,914
0.6113917,18143
0.2440267,1960
0.19293071,2860
0.8115207,21217
0.011474393,624
0.0026170644,18
0.36364442,8370
0.013807708,736
0.015579428,96
0.92983073,22788
0.81854707,9912
0.59137285,2448
0.22835034,1100
0.0479853,572
0.94449544,48399
0.9941721,49283
0.38920406,13182
0.7274951,6873
0.69460124,6862
0.52342725,10573
0.61741316,7935
0.99626493,49729
0.4459676,4757
0.8407351,22880
0.9235688,11224
0.66655195,7839
0.47455072,8509
0.4645113,12664
0.08074361,960
0.034452356,202
0.5806906,8648
0.42583662,2430
0.2656332,2595
0.3715911,3838
0.7378038,9964
0.13275771,1450
0.37527683,1638
0.5557795,767
0.028045194,84
0.89857167,32240
0.13334008,364
0.2803946,1872
0.13318165,1023
0.29126003,6075
0.8524259,16210
0.85424876,10974
0.36255524,1824
0.075165525,1221
0.014676692,110
0.78365844,5280
0.16217045,3302
0.9998997,49729
0.498216,15514
0.41873404,1210
0.44973534,14872
0.719729,7047
0.07842219,960
0.11452026,153
0.030432764,231
0.008784457,323
0.40072528,5520
0.6385438,6783
0.088498294,437
0.6241664,18620
0.99204904,26950
0.1115221,476
0.1777115,1143
0.036229633,404
0.06686563,444
0.9488432,36669
0.027376309,504
0.009828316,266
0.6937211,14957
0.9256227,27264
0.90924245,13517
0.58037865,14483
0.009310509,143
0.092695825,2002
0.3149332,7645
0.55500525,7260
0.027712643,697
0.008873196,397
0.019973747,622
0.007990341,222
0.029481873,493
0.025383402,224
0.0047905194,80
0.041873906,246
0.10480524,704
0.0035587559,80
0.5505877,6420
0.15476026,770
0.6334602,4005
0.8168936,5564
0.07939637,482
0.9527505,16928
0.32582444,2960
0.27135786,9336
0.6159484,9213
0.8109239,9587
0.19175355,5135
0.00816142,45
0.7356664,22692
0.8488225,9638
0.7455471,5693
0.05347993,80
0.21745667,2751
0.001635491,66
0.38192448,6261
0.99679446,41808
0.89404553,11448
0.14631474,1845
0.49206358,832
0.058357,152
0.05248116,648
0.018238902,594
0.45258614,10385
0.10867998,1085
0.006189222,115
0.09728281,1860
0.03275964,2486
0.0020018783,98
0.011034754,252
0.63418823,1890
0.04331323,116
0.9937395,49729
0.7876055,16652
0.29024252,737
0.12726912,1326
0.10682753,1343
0.47342288,7332
0.6001439,12305
0.081406124,1038
0.09911962,6655
0.00794823,122
0.04051157,386
0.008051753,190
0.25203654,3080
0.49683052,6435
0.8590009,28420
0.95283896,28224
0.6988231,19089
0.14386715,1968
0.6506079,4895
0.00023909243,12
0.008641524,112
0.45745847,1782
0.035613667,180
0.17262413,1536
0.03843682,403
0.97693634,49270
0.83428884,20139
0.9770396,46384
0.031450048,650
0.0141641535,234
0.06569975,1680
0.06679931,2700
0.6672277,16016
0.11648207,1422
0.6546771,24084
0.9894966,48840
0.007383405,325
0.08793216,627
0.49773744,4139
0.11686796,1982
0.77072287,11771
0.28447142,10098
0.20394443,4803
0.15761441,3084
0.92282397,40600
0.9149321,33532
0.4245173,9900
0.0044003692,64
0.8285481,21368
0.96536213,22852
0.8973445,35574
0.6916217,29054
0.016596504,405
0.108575396,1925
0.8387407,3534
0.5055394,4680
0.46276346,4459
0.4799268,3936
0.7792973,8060
0.34965745,2436
0.5980598,20382
0.95358306,17446
0.27453116,2738
0.6408771,4646
0.2772132,2432
0.965017,45488
0.026703397,780
0.39591601,21156
0.04370262,552
0.9192828,26521
0.8586359,19419
0.040141903,792
0.002445678,35
0.04543628,350
0.06351719,351
0.03777789,812
0.10510416,3315
0.0130327465,1059
0.013649381,776
0.0036394566,381
0.39836818,10558
0.045858458,1213
0.061067868,2538
0.94389504,42874
0.02687756,221
0.07219714,750
0.31891903,2448
0.77243716,20246
0.037209023,468
0.9546143,47053
0.0017952553,60
0.44373435,8743
0.58779347,18303
0.0480551,878
0.04970584,1113
0.010610462,151
0.012350031,297
0.0021363825,51
0.017778734,245
0.006979304,40
0.5004038,3425
0.24590363,1087
0.14215584,1809
0.5095361,7104
0.8863464,22905
0.75514036,15990
0.118958056,1835
0.13319783,1517
0.40380192,2688
0.46415967,9102
0.08384007,255
0.8542199,12834
0.8737887,9520
0.6886902,4454
0.6007003,3782
0.54815394,5068
0.35745096,2542
0.07430773,504
0.85999584,20228
0.009673807,96
0.019819815,140
0.0047420785,25
0.12154482,1703
0.0754704,780
0.06681691,345
0.056517433,676
0.720607,26350
0.18527643,4660
0.041366603,1173
0.10608665,784
0.01369402,136
0.1337716,3526
0.46101663,8000
0.59955406,15670
0.8192474,10675
0.6638768,7098
0.16983855,633
0.017747069,182
0.14261055,217
0.017716028,192
0.028867966,237
0.87894946,32158
0.3048015,3034
0.08701947,1569
0.0090028625,84
0.17941907,1063
0.010424558,210
0.99357677,49283
0.0371715,420
0.011508764,184
0.08878538,1690
0.0068294243,184
0.7425179,14752
0.48571745,11181
0.47137836,9907
0.028281987,440
0.11598882,1669
0.016586361,105
0.13714956,1159
0.07024639,1896
0.14617169,1660
0.80192196,21240
0.8211325,18081
0.0033152776,77
0.36457127,14430
0.23455259,2549
0.37517837,2832
0.018643135,112
0.081716515,1416
0.07830079,250
0.9406322,34820
0.016136838,282
0.0781758,1260
0.024273276,231
0.05414424,299
0.9037734,45269
0.8435981,8880
0.50696343,33450
0.7964099,19486
0.45312035,4088
0.18191954,3233
0.23417145,4410
0.72359246,5240
0.12416318,1600
0.07471674,1470
0.683532,7740
0.8169901,21930
0.9955958,49729
0.006487353,123
0.77767533,19178
0.061261494,483
0.9401702,38148
0.0018489375,23
0.108288445,483
0.81782794,24212
0.6415809,26260
0.21844243,3360
0.003774173,104
0.0008573324,50
0.98003787,25821
0.8810714,18604
0.3148422,3774
0.9197439,16188
0.09022055,1598
0.2931913,3358
0.7499688,19895
0.17723157,9515
0.095621236,720
0.14950767,968
0.48410538,8132
0.72097856,6138
0.34254843,1976
0.19746207,3290
0.09281425,1232
0.087633945,2175
0.7435049,12804
0.9961779,49729
0.4767608,6669
0.30982983,7626
0.80389047,16359
0.17256829,2072
0.54681134,9632
0.13926275,2204
0.2790602,11912
0.3389877,1667
0.21647416,2201
0.6160977,20758
0.73930544,18842
0.6181041,20702
0.14443618,982
0.0010818227,190
0.6153276,14640
0.009479415,108
0.00439546,64
0.0014184018,105
0.22075602,2070
0.009713494,143
0.42947185,4838
0.57383996,9660
0.64909106,11817
0.45874768,2674
0.16091998,3872
0.56068224,3280
0.22476381,6032
0.560649,3579
0.9285032,47722
0.3944381,3872
0.043998223,429
0.0073968135,137
0.17045492,105
0.037384752,42
0.78589123,11786
0.92089397,15367
0.5549914,9270
0.29308406,1394
0.00973038,264
0.011169284,84
0.4952216,4078
0.2083689,2046
0.018273165,124
0.9120339,19205
0.8934147,13973
0.95743275,19560
0.9842029,46647
0.8895144,19966
0.08339246,11330
0.96329683,44713
0.17428713,1139
0.25520444,7626
0.6220453,16650
0.299821,4064
0.037029892,843
0.0051815175,798
0.024620607,764
0.046755258,777
0.00083774317,81
0.06913976,1515
0.08099467,760
0.83196473,25150
0.068446346,2108
0.21808346,2413
0.09133185,2750
0.6476464,21658
0.99965376,40964
0.053599916,1154
0.38865045,9435
0.08096253,260
0.40886354,12936
0.29428262,14560
0.38508716,8744
0.004779414,60
0.23302844,594
0.6838085,5168
0.4263911,4449
0.3505538,2628
0.054226153,2139
0.9460965,39516
0.8542441,22750
0.10196062,3024
0.26875302,13310
0.042339325,472
0.31382924,16206
0.5668506,8772
0.5838377,14986
0.078022175,957
0.23990099,3527
0.25806788,4377
0.22108263,4870
0.12506106,3611
0.7422248,23980
0.9782658,48614
0.76337254,31675
0.7902752,36188
0.5831716,11873
0.24655642,4507
0.08747712,504
0.40211904,713
0.0024692374,15
0.8984104,28011
0.12320308,2143
0.86907,21965
0.35467505,3224
0.48533973,4256
0.14716356,308
0.3049652,1050
0.004868048,12
0.018502848,352
0.3264663,8512
0.049846318,1680
0.0032017021,53
0.02070616,544
0.77852774,33896
0.23046741,7846
0.6587551,24680
0.9663633,31524
0.9474093,38409
0.18275961,1711
0.17382878,3780
0.1881934,1102
0.6799268,18720
0.35268766,5241
0.08289745,1417
0.8792503,22704
0.011536986,88
0.02280981,198
0.01664195,210
0.0036477037,30
0.0033686939,42
0.6889546,16056
0.80513936,15228
0.04744062,504
0.0015151509,126
0.005570271,286
0.20417392,6402
0.48153582,18947
0.30618498,6816
0.07676616,647
0.0021237517,39
0.95322263,25306
0.6128907,9116
0.017855005,560
0.019213377,179
0.36151415,17864
0.13376832,2222
0.23878312,3900
0.6171685,7956
0.8255137,4645
0.39114046,2647
0.49445155,6443
0.1666929,837
0.05413676,579
0.042970594,591
0.014055342,418
0.7870071,2904
0.86390305,6860
0.0059332675,54
0.30414778,2741
0.25659046,2621
0.02422662,200
0.0030675519,27
0.00043730022,12
0.008943248,150
0.012002691,247
0.95733804,28009
0.6366911,6694
0.2478617,4059
0.133988,1758
0.44764385,1920
0.7055904,20124
0.00023663453,6
0.93803436,34818
0.004612512,527
0.015984429,221
0.26834115,2961
0.17890905,2327
0.09978214,1500
0.0046643126,90
0.9752112,39471
0.11320782,12848
0.59511846,1160
0.913063,11921
0.9532558,30632
0.23923841,7015
0.30428648,448
0.02407171,48
0.3296356,2688
0.80611557,22898
0.03186749,545
0.92654586,39556
0.045183204,510
0.5341859,8280
0.10275814,1171
0.07378552,247
0.34595317,4277
0.034684714,77
0.42837283,5208
0.12805527,1716
0.9956224,49729
0.013551795,168
0.026089123,560
0.509136,5330
0.09547385,5184
0.7723408,5618
0.29583532,3440
0.78748834,21810
0.008139519,676
0.29431102,12715
0.010195419,99
0.5061333,12154
0.0041965754,402
0.022391502,247
0.00793303,132
0.96960884,23980
0.8182473,38362
0.0007344026,14
0.0011322543,12
0.0063210675,173
0.0022833222,162
0.8614382,29460
0.1301472,3314
0.0063341027,361
0.051225957,560
0.19212773,1300
0.21362963,9114
0.6215009,15280
0.6811424,6231
0.29311788,3775
0.7966443,22780
0.108930275,1560
0.05691049,2146
0.8084448,18444
0.2549555,6882
0.65118814,12735
0.8747396,25250
0.761791,14256
0.12657692,870
0.80286133,19200
0.82417595,19600
0.35191268,10593
0.89794016,27686
0.79578835,14850
0.16781972,3000
0.64405274,10146
0.9922109,49283
0.55514956,7326
0.8673814,18426
0.43788466,450
0.39253196,4794
0.16390203,10446
0.2666049,1261
0.8511597,33969
0.2883396,2985
0.9801006,39529
0.0071579786,132
0.62777025,21229
0.18597646,630
0.6063946,4234
0.0034584617,2280
0.023846654,1792
0.40862608,7821
0.040137872,868
0.94450676,46701
0.510765,3978
0.93028593,19399
0.5848612,14136
0.02041945,360
0.5352964,9315
0.28121433,2208
0.265139,5304
0.89465237,30560
0.44877696,3978
0.0059693004,110
0.79774415,15144
0.008866138,221
0.7064141,16651
0.001308941,64
0.00026322523,8
0.007894245,129
0.23839718,8663
0.4271145,14224
0.009917488,171
0.14488757,6758
0.00060311175,33
0.96876746,22092
0.8722168,24480
0.99386203,49283
0.16751897,1575
0.26679072,2204
0.8900965,16350
0.01146283,126
0.005284803,84
0.050091937,448
0.075294025,850
0.985238,34768
0.7438063,5005
0.049494453,890
0.012641345,141
0.006524171,77
0.51352316,7200
0.79619795,28953
0.08734401,1482
0.008109857,441
0.03135996,1016
0.0012074986,22
0.013060997,88
0.019264957,161
0.21807711,9455
0.54958856,12028
0.8834002,24097
0.009396326,138
0.7190741,14864
0.550601,7568
0.14199114,1777
0.88085216,33756
0.7726909,9804
0.3884191,14507
0.06683365,2432
0.13827828,3055
0.06782459,1628
0.0060829152,184
0.09521097,1470
0.48713616,7190
0.7116469,26400
0.6537492,21631
0.70146286,8993
0.7285785,15732
0.012227458,96
0.0013248748,18
0.04030745,374
0.46937963,4577
0.0028595706,22
0.23546548,2562
0.6669567,20828
0.01084085,125
0.7715258,12192
0.26810834,2184
0.9044304,34953
0.11067799,1921
0.7222527,4712
0.19844604,629
0.5881937,4554
0.09567034,2345
0.730651,23326
0.018112812,397
0.76986927,13636
0.0019014705,24
0.28060788,1020
0.8297784,6509
0.007225492,30
0.00480215,56
0.13161543,3075
0.0011933252,32
0.058411453,3225
0.34264323,8045
0.1360266,1651
0.04350118,2256
0.0021537906,54
0.054972503,1892
0.47517207,4763
0.71299845,25028
0.003974785,315
0.08996735,1160
0.063943915,450
0.6110155,14072
0.050931673,1060
0.02307055,285
0.61499685,21573
0.1297372,4232
0.3269907,2091
0.006147194,280
0.0059622442,195
0.004985067,194
0.10766995,9879
0.8033022,25239
0.6980699,25344
0.040635433,1480
0.38835064,4331
0.70301723,4453
0.5705996,8910
0.4775269,8460
0.052508246,632
0.15172397,1128
0.80437994,20264
0.9949113,48840
0.50324744,3200
0.2331415,2352
0.09035888,6188
0.85601956,20856
0.5684311,8526
0.6160094,888
0.19295028,400
0.071324416,493
0.17178892,1176
0.32622737,3960
0.47946912,11934
0.85316306,19036
0.64066184,7412
0.031116417,1008
0.5205501,9892
0.059237376,680
0.88240635,32117
0.17591722,266
0.12365976,3294
0.40359616,7056
0.9671042,36051
0.4959465,6100
0.0012136659,96
0.5406548,6327
0.5904829,2848
0.06716309,1118
0.5523756,11252
0.9533244,26887
0.88739365,12540
0.23612213,2204
0.02191255,375
0.80705756,11795
0.0030724106,15
0.091891564,1528
0.04551433,795
0.023990361,308
0.40915638,14283
0.36951867,10648
0.54054654,22428
0.35731435,3186
0.023692762,204
0.020967813,420
0.9797959,27632
0.052412257,204
0.5277507,2139
0.15022328,486
0.14243153,594
0.90928686,21264
0.7444422,22052
0.013666041,120
0.030129816,349
0.38742805,5279
0.72497207,27300
0.0016256515,221
0.036821075,384
0.0036387823,176
0.43444163,915
0.89727956,14689
0.8362755,16512
0.76483405,18480
0.9599777,23740
0.44104892,5855
0.0030218062,289
0.48469502,6077
0.8511697,12360
0.00444708,128
0.0018417751,43
0.051754747,1972
0.073500775,3924
0.13653558,627
0.16028064,4650
0.07007415,738
0.17818208,4417
0.0002655711,2
0.0042709047,38
0.69427246,14107
0.4872837,6909
0.8776602,24054
0.5781895,31909
0.29704,9765
0.8177998,27946
0.11817253,4160
0.20024851,6128
0.001554444,144
0.011934991,373
5.9355414e-05,72
0.06323756,3108
0.23268399,6960
0.7375489,18750
0.09863596,2014
0.055806898,663
0.64397466,5325
0.5394481,24128
0.27667275,10062
0.8888003,27395
0.050503537,4050
0.049471278,2149
0.031419244,494
0.0018953288,222
0.00012127662,18
0.54010785,4132
